"mutual_CO_cases","mutual_FR_cases","mutual_CO_deaths","mutual_FR_deaths"
2.12058423344075,0.69368560947521,2.06578555892883,1.17696721099563
1.31773888919253,0.201815042862293,1.19295607134128,0.543551884727806
1.26186958851207,0.062779851161239,1.12336216137723,0.468510265122996
1.2646967862123,0.118159623585677,1.0554062017755,0.51557617864009
1.24679500406997,0.127603583299085,1.10606183584011,0.471803633059933
1.24100780913229,0.0718178403084904,1.11479788891809,0.446305731086771
1.21940481451249,0.134323769639889,1.10153643069176,0.492495156029301
1.24535112808051,0.26574637046126,1.06632788477606,0.487250953007266
1.21356522189869,0.0897688976550433,1.00350435152498,0.416429798367026
1.17890442641168,-0.0336702957310377,1.01621114037515,0.364419869792803
1.13676336425892,0.0119279514715924,0.957336482086173,0.353348615859176
1.11854365699775,0.0310046516419817,0.934002939392898,0.351857172583446
1.13240771377958,0.0210114331843412,0.958667857112196,0.323613865317297
1.11376869138119,0.0326416697096468,0.936535228629638,0.358525622657967
1.01324152734005,0.113395662899834,0.974621477478756,0.353208071935986
1.0565146116373,-0.0375110162760177,0.895482884524831,0.281163882727441
1.00831994827021,-0.14286123782845,0.930152063526796,0.245981191236682
1.04308450731347,-0.0853364414336497,0.857203579449875,0.25889676001777
0.955362651022723,-0.0865795671367546,0.846535341229433,0.265564147928956
0.991391576994034,-0.121123935256638,0.885513193402487,0.230919476955395
1.01457720789452,-0.0919519993777526,0.892936164897729,0.229331689800818
0.951347588459916,-0.0255718422834601,0.833084049750262,0.232511170874949
0.942024639236697,-0.142825328949864,0.828612830716812,0.193845970117014
0.955256659661852,-0.233845017847759,0.770946642189153,0.168271677453836
0.92858021777258,-0.186840392010266,0.760086992748494,0.154559758292954
0.9273822965264,-0.174383260064338,0.740858971288695,0.155752429946804
0.923783735934426,-0.228685406274154,0.769700681707481,0.133185711852734
0.927127753388362,-0.194105569580116,0.734802345680324,0.123729748444066
0.895729556273741,-0.113296335139523,0.725594399272758,0.115874607846687
0.852807490554838,-0.235931230963342,0.681814824519739,0.0716190749302643
0.830215211423696,-0.313334694759208,0.700986949013604,0.0804849473831131
0.82409340444286,-0.247731893454952,0.702374512129659,0.108286365870376
0.828211555034803,-0.256756730462077,0.653183129767343,0.0713817238986176
0.7839671532369,-0.307408757506056,0.649061937667561,0.0300203931839498
0.796238736408401,-0.29180541521283,0.627630848043141,0.0212352258532302
0.818795491470012,-0.219239048559329,0.615031175228982,0.0572737928530493
0.793081402502745,-0.312266041038204,0.632358254393138,-0.00438373081517307
0.730354991550064,-0.389416511247563,0.627120106918729,8.60744529571633e-05
0.723618007160266,-0.329276827330317,0.570116498483606,-0.0058254311437973
0.705728881945445,-0.343362559926336,0.553775892985822,0.00553300552973246
0.675793663622554,-0.363561929298725,0.599436359606099,-0.019746595028403
