"mutual_FR_cases","mutual_FR_deaths"
0.69368560947521,1.17696721099563
0.201815042862293,0.543551884727806
0.062779851161239,0.468510265122996
0.118159623585677,0.51557617864009
0.127603583299085,0.471803633059933
0.0718178403084904,0.446305731086771
0.134323769639889,0.492495156029301
0.26574637046126,0.487250953007266
0.0897688976550433,0.416429798367026
-0.0336702957310377,0.364419869792803
0.0119279514715924,0.353348615859176
0.0310046516419817,0.351857172583446
0.0210114331843412,0.323613865317297
0.0326416697096468,0.358525622657967
0.113395662899834,0.353208071935986
-0.0375110162760177,0.281163882727441
-0.14286123782845,0.245981191236682
-0.0853364414336497,0.25889676001777
-0.0865795671367546,0.265564147928956
-0.121123935256638,0.230919476955395
-0.0919519993777526,0.229331689800818
-0.0255718422834601,0.232511170874949
-0.142825328949864,0.193845970117014
-0.233845017847759,0.168271677453836
-0.186840392010266,0.154559758292954
-0.174383260064338,0.155752429946804
-0.228685406274154,0.133185711852734
-0.194105569580116,0.123729748444066
-0.113296335139523,0.115874607846687
-0.235931230963342,0.0716190749302643
-0.313334694759208,0.0804849473831131
-0.247731893454952,0.108286365870376
-0.256756730462077,0.0713817238986176
-0.307408757506056,0.0300203931839498
-0.29180541521283,0.0212352258532302
-0.219239048559329,0.0572737928530493
-0.312266041038204,-0.00438373081517307
-0.389416511247563,8.60744529571633e-05
-0.329276827330317,-0.0058254311437973
-0.343362559926336,0.00553300552973246
-0.363561929298725,-0.019746595028403
